order_id,user_id,city,restaurant_name,order_value,discount,final_amount,delivery_time,order_date,payment_method
2780,1965,Hyderabad,Burger Hub,339.25,54.5,284.75,48,2024-04-15,Card
2781,1029,Pune,Pizza Palace,620.6,7.56,613.04,22,2024-01-03,Cash
2782,1156,Delhi,Spicy Treats,380.4,8.5,371.9,46,2024-03-11,Card
2783,1922,Pune,Biryani House,483.3,28.05,455.25,20,2024-03-10,Card
2784,1116,Hyderabad,Burger Hub,174.21,78.21,96.0,22,2024-04-29,Cash
2785,1760,Mumbai,Biryani House,689.32,48.72,640.6,34,2024-06-20,UPI
2786,1850,Hyderabad,Burger Hub,495.62,87.45,408.17,40,2024-03-13,Card
2787,1419,Pune,Spicy Treats,535.78,36.95,498.83,48,2024-02-23,Card
2788,1685,Bangalore,Cafe Coffee,495.01,60.48,434.53,36,2024-05-28,UPI
2789,1883,Hyderabad,Spicy Treats,159.68,91.06,68.62,57,2024-05-25,UPI
2790,1237,Mumbai,Cafe Coffee,783.07,66.81,716.26,30,2024-05-10,Card
2791,1260,Hyderabad,Burger Hub,517.37,94.59,422.78,39,2024-06-02,Cash
2792,1387,Bangalore,Burger Hub,185.45,84.03,101.42,36,2024-02-07,Card
2793,1906,Hyderabad,Spicy Treats,312.45,96.48,215.97,22,2024-03-12,Cash
2794,1040,Pune,Cafe Coffee,124.54,73.46,51.08,24,2024-06-05,Card
2795,1600,Pune,Biryani House,483.97,49.25,434.72,57,2024-06-08,Cash
2796,1142,Bangalore,Biryani House,261.06,62.59,198.47,35,2024-06-28,Cash
2797,1663,Delhi,Biryani House,106.05,95.43,10.62,43,2024-06-18,Card
2798,1709,Hyderabad,Biryani House,125.28,34.72,90.56,30,2024-04-16,UPI
2799,1057,Delhi,Cafe Coffee,247.3,15.35,231.95,40,2024-05-31,Card
2800,1285,Mumbai,Biryani House,715.27,46.55,668.72,35,2024-01-22,UPI
2801,1004,Delhi,Spicy Treats,578.79,46.65,532.14,54,2024-03-30,Cash
2802,1969,Delhi,Spicy Treats,235.21,12.55,222.66,46,2024-02-15,UPI
2803,1673,Mumbai,Pizza Palace,509.58,53.11,456.47,37,2024-02-13,Cash
2804,1596,Pune,Spicy Treats,590.43,47.13,543.3,47,2024-03-27,Card
2805,1443,Bangalore,Spicy Treats,629.22,53.67,575.55,31,2024-06-07,Card
2806,1536,Delhi,Biryani House,284.75,28.74,256.01,34,2024-03-20,Cash
2807,1323,Pune,Biryani House,675.1,39.57,635.53,57,2024-01-07,Cash
2808,1728,Mumbai,Cafe Coffee,403.52,37.73,365.79,51,2024-03-27,Card
2809,1557,Delhi,Burger Hub,393.31,86.72,306.59,51,2024-06-11,Card
2810,1176,Mumbai,Spicy Treats,738.56,76.52,662.04,37,2024-06-23,Card
2811,1625,Mumbai,Burger Hub,140.54,54.88,85.66,21,2024-01-04,UPI
2812,1431,Bangalore,Pizza Palace,153.94,76.48,77.46,23,2024-02-04,UPI
2813,1777,Hyderabad,Cafe Coffee,793.26,8.73,784.53,48,2024-02-21,Cash
2814,1916,Bangalore,Spicy Treats,495.33,77.99,417.34,59,2024-01-13,Cash
2815,1924,Bangalore,Burger Hub,651.75,65.31,586.44,39,2024-04-12,Cash
2816,1378,Pune,Biryani House,213.91,12.01,201.9,46,2024-05-29,Cash
2817,1217,Bangalore,Cafe Coffee,475.86,16.68,459.18,42,2024-06-19,UPI
2818,1302,Delhi,Spicy Treats,668.42,6.5,661.92,53,2024-05-09,Cash
2819,1342,Delhi,Cafe Coffee,213.64,78.08,135.56,50,2024-01-21,Cash
2820,1601,Bangalore,Spicy Treats,745.05,2.28,742.77,60,2024-02-17,Cash
2821,1224,Hyderabad,Cafe Coffee,336.86,29.17,307.69,24,2024-03-10,Card
2822,1451,Pune,Biryani House,272.42,81.62,190.8,23,2024-01-24,Card
2823,1814,Delhi,Burger Hub,182.31,32.97,149.34,48,2024-03-31,UPI
2824,1589,Mumbai,Cafe Coffee,218.77,28.14,190.63,39,2024-03-04,Cash
2825,1086,Mumbai,Pizza Palace,396.98,89.93,307.05,58,2024-05-29,UPI
2826,1477,Delhi,Spicy Treats,351.24,0.34,350.9,50,2024-01-04,Card
2827,1821,Hyderabad,Pizza Palace,340.17,26.92,313.25,59,2024-06-13,UPI
2828,1715,Delhi,Cafe Coffee,401.22,0.11,401.11,27,2024-06-05,UPI
2829,1570,Hyderabad,Burger Hub,537.86,78.77,459.09,41,2024-01-14,UPI
2830,1603,Delhi,Spicy Treats,793.38,80.06,713.32,22,2024-06-23,Cash
2831,1265,Delhi,Cafe Coffee,421.6,97.1,324.5,34,2024-05-27,Card
2832,1131,Hyderabad,Burger Hub,773.02,26.31,746.71,59,2024-01-11,UPI
2833,1237,Delhi,Cafe Coffee,466.57,26.79,439.78,34,2024-04-29,UPI
2834,1370,Delhi,Spicy Treats,500.24,36.18,464.06,56,2024-05-03,Cash
2835,1464,Bangalore,Burger Hub,341.48,5.91,335.57,21,2024-02-08,Cash
2836,1928,Bangalore,Biryani House,665.96,65.79,600.17,44,2024-06-18,Cash
2837,1442,Delhi,Spicy Treats,260.55,21.24,239.31,49,2024-06-09,Cash
2838,1692,Bangalore,Biryani House,386.87,80.27,306.6,53,2024-04-18,Cash
2839,1988,Bangalore,Spicy Treats,556.7,96.02,460.68,20,2024-03-05,Cash
2840,1006,Pune,Pizza Palace,722.14,82.33,639.81,28,2024-01-05,Cash
2841,1558,Delhi,Cafe Coffee,384.75,47.18,337.57,46,2024-03-02,UPI
2842,1853,Hyderabad,Cafe Coffee,312.79,51.72,261.07,40,2024-03-20,Cash
2843,1527,Delhi,Biryani House,269.5,73.35,196.15,55,2024-04-10,Card
2844,1191,Mumbai,Burger Hub,382.07,81.42,300.65,21,2024-03-26,Cash
2845,1103,Bangalore,Biryani House,742.48,66.92,675.56,20,2024-04-13,Cash
2846,1273,Hyderabad,Biryani House,104.13,6.95,97.18,28,2024-05-26,Card
2847,1507,Mumbai,Cafe Coffee,155.01,85.15,69.86,22,2024-03-21,Card
2848,1100,Delhi,Biryani House,196.16,56.06,140.1,26,2024-03-03,UPI
2849,1660,Delhi,Burger Hub,495.78,22.33,473.45,22,2024-01-31,Cash
2850,1676,Delhi,Pizza Palace,580.16,7.72,572.44,32,2024-03-22,UPI
2851,1368,Hyderabad,Cafe Coffee,555.07,74.88,480.19,24,2024-04-21,Card
2852,1936,Delhi,Cafe Coffee,729.43,21.99,707.44,24,2024-02-18,Card
2853,1799,Pune,Biryani House,393.2,3.26,389.94,41,2024-05-06,Card
2854,1246,Pune,Biryani House,692.75,70.59,622.16,26,2024-02-25,UPI
2855,1697,Bangalore,Burger Hub,288.02,21.13,266.89,35,2024-06-05,Card
2856,1087,Delhi,Spicy Treats,358.17,52.59,305.58,26,2024-06-18,Card
2857,1517,Hyderabad,Spicy Treats,330.27,85.42,244.85,38,2024-04-14,Cash
2858,1309,Bangalore,Biryani House,560.93,14.76,546.17,25,2024-01-15,Cash
2859,1579,Bangalore,Cafe Coffee,336.49,83.26,253.23,29,2024-02-25,Card
2860,1152,Pune,Cafe Coffee,676.53,79.04,597.49,25,2024-01-16,Card
2861,1276,Hyderabad,Pizza Palace,135.97,30.12,105.85,47,2024-04-20,UPI
2862,1549,Mumbai,Spicy Treats,290.52,18.29,272.23,22,2024-05-05,UPI
2863,1523,Hyderabad,Spicy Treats,268.22,69.61,198.61,58,2024-05-11,Cash
2864,1890,Bangalore,Burger Hub,104.53,33.51,71.02,43,2024-02-09,UPI
2865,1058,Delhi,Pizza Palace,557.15,94.53,462.62,47,2024-02-27,Cash
2866,1301,Bangalore,Pizza Palace,743.73,32.83,710.9,45,2024-04-24,Cash
2867,1207,Bangalore,Burger Hub,664.9,42.19,622.71,60,2024-03-01,UPI
2868,1932,Bangalore,Biryani House,232.13,13.09,219.04,59,2024-04-28,Cash
2869,1052,Hyderabad,Spicy Treats,785.61,88.31,697.3,30,2024-06-10,UPI
2870,1117,Mumbai,Burger Hub,439.72,97.59,342.13,46,2024-04-05,Cash
2871,1893,Pune,Pizza Palace,641.29,49.13,592.16,21,2024-05-07,Card
2872,1689,Mumbai,Biryani House,349.7,55.51,294.19,35,2024-04-29,UPI
2873,1433,Mumbai,Spicy Treats,686.79,80.51,606.28,55,2024-01-31,UPI
2874,1381,Bangalore,Biryani House,290.13,66.12,224.01,41,2024-04-27,Cash
2875,1057,Bangalore,Pizza Palace,281.02,80.34,200.68,41,2024-04-13,UPI
2876,1837,Bangalore,Biryani House,230.05,91.17,138.88,48,2024-01-31,Card
2877,1204,Delhi,Biryani House,254.32,76.46,177.86,26,2024-06-19,Card
2878,1181,Mumbai,Cafe Coffee,563.23,59.68,503.55,37,2024-06-27,UPI
2879,1261,Delhi,Spicy Treats,571.7,2.51,569.19,29,2024-02-21,UPI
2880,1017,Pune,Spicy Treats,418.8,98.56,320.24,29,2024-02-23,Cash
2881,1721,Bangalore,Biryani House,474.98,40.27,434.71,22,2024-02-05,Card
2882,1936,Delhi,Cafe Coffee,549.99,38.66,511.33,27,2024-05-10,Card
2883,1213,Bangalore,Biryani House,670.76,93.27,577.49,59,2024-04-11,Card
2884,1925,Pune,Burger Hub,661.72,36.23,625.49,53,2024-06-11,Card
2885,1934,Delhi,Burger Hub,672.35,88.93,583.42,33,2024-05-05,Cash
2886,1891,Delhi,Burger Hub,799.27,21.83,777.44,52,2024-03-01,Cash
2887,1464,Hyderabad,Biryani House,729.64,41.72,687.92,45,2024-04-06,Cash
2888,1450,Bangalore,Burger Hub,651.43,98.2,553.23,54,2024-06-27,Cash
2889,1258,Delhi,Burger Hub,314.19,0.07,314.12,23,2024-03-23,UPI
2890,1926,Pune,Cafe Coffee,541.33,51.25,490.08,52,2024-01-11,Card
2891,1076,Delhi,Cafe Coffee,576.31,47.43,528.88,35,2024-04-19,Cash
2892,1255,Bangalore,Burger Hub,690.02,86.58,603.44,59,2024-06-21,Card
2893,1069,Mumbai,Cafe Coffee,599.43,17.75,581.68,48,2024-04-26,UPI
2894,1516,Bangalore,Biryani House,246.58,67.82,178.76,23,2024-05-18,Cash
2895,1852,Bangalore,Spicy Treats,232.72,76.84,155.88,25,2024-01-03,UPI
2896,1575,Delhi,Cafe Coffee,565.41,99.8,465.61,48,2024-04-20,Cash
2897,1501,Bangalore,Spicy Treats,284.09,15.81,268.28,47,2024-03-31,Card
2898,1540,Pune,Spicy Treats,426.95,68.25,358.7,39,2024-05-10,UPI
2899,1914,Pune,Cafe Coffee,374.71,11.67,363.04,53,2024-06-01,Card
2900,1815,Mumbai,Biryani House,734.53,42.72,691.81,49,2024-05-17,Cash
2901,1729,Mumbai,Cafe Coffee,755.71,0.3,755.41,37,2024-05-26,Cash
2902,1175,Delhi,Spicy Treats,668.24,42.87,625.37,45,2024-01-13,Cash
2903,1817,Bangalore,Pizza Palace,616.61,78.44,538.17,55,2024-05-01,Card
2904,1168,Mumbai,Biryani House,646.51,78.71,567.8,21,2024-01-14,Card
2905,1160,Pune,Biryani House,505.23,30.6,474.63,30,2024-02-25,UPI
2906,1990,Hyderabad,Spicy Treats,164.44,44.88,119.56,25,2024-06-09,Card
2907,1174,Bangalore,Pizza Palace,533.87,85.75,448.12,58,2024-04-23,UPI
2908,1388,Mumbai,Biryani House,296.38,77.48,218.9,27,2024-06-10,Card
2909,1946,Mumbai,Cafe Coffee,204.18,18.46,185.72,31,2024-03-09,Card
2910,1592,Delhi,Spicy Treats,401.73,21.98,379.75,28,2024-01-08,Cash
2911,1937,Bangalore,Pizza Palace,610.16,10.37,599.79,32,2024-03-18,Card
2912,1389,Mumbai,Biryani House,451.09,25.17,425.92,60,2024-02-26,Card
2913,1647,Pune,Spicy Treats,750.56,40.49,710.07,47,2024-02-22,UPI
2914,1577,Mumbai,Spicy Treats,231.03,46.37,184.66,43,2024-03-03,Card
2915,1439,Hyderabad,Burger Hub,779.33,71.82,707.51,56,2024-06-24,UPI
2916,1520,Delhi,Pizza Palace,273.82,77.51,196.31,43,2024-02-19,Card
2917,1231,Bangalore,Biryani House,583.6,15.29,568.31,38,2024-03-27,Cash
2918,1500,Bangalore,Burger Hub,257.9,11.35,246.55,51,2024-02-19,UPI
2919,1679,Delhi,Biryani House,164.76,65.14,99.62,41,2024-03-17,UPI
2920,1444,Bangalore,Pizza Palace,411.37,28.44,382.93,27,2024-05-31,Cash
2921,1157,Hyderabad,Burger Hub,407.78,54.07,353.71,56,2024-01-20,Card
2922,1342,Delhi,Biryani House,493.62,20.19,473.43,27,2024-05-29,UPI
2923,1286,Delhi,Biryani House,460.17,48.15,412.02,57,2024-02-23,UPI
2924,1486,Hyderabad,Burger Hub,721.82,23.56,698.26,44,2024-05-28,Cash
2925,1608,Delhi,Cafe Coffee,711.11,59.76,651.35,60,2024-01-24,UPI
2926,1485,Pune,Pizza Palace,638.61,50.67,587.94,24,2024-02-26,Cash
2927,1550,Pune,Pizza Palace,292.88,53.09,239.79,34,2024-01-04,Card
2928,1806,Mumbai,Burger Hub,542.65,72.08,470.57,22,2024-06-22,Cash
2929,1459,Mumbai,Biryani House,540.85,89.52,451.33,27,2024-01-13,Card
2930,1067,Pune,Cafe Coffee,113.0,69.87,43.13,42,2024-01-09,Cash
2931,1980,Delhi,Pizza Palace,160.81,48.02,112.79,51,2024-02-21,Card
2932,1535,Mumbai,Biryani House,643.7,66.82,576.88,45,2024-05-14,UPI
2933,1565,Pune,Spicy Treats,447.8,19.74,428.06,25,2024-01-05,Card
2934,1540,Delhi,Cafe Coffee,478.51,64.62,413.89,34,2024-01-04,UPI
2935,1492,Pune,Biryani House,568.76,94.95,473.81,33,2024-02-10,UPI
2936,1178,Pune,Spicy Treats,574.97,1.34,573.63,36,2024-01-22,Cash
2937,1057,Mumbai,Cafe Coffee,775.45,91.77,683.68,25,2024-01-29,Card
2938,1174,Mumbai,Biryani House,486.33,53.12,433.21,59,2024-03-30,Card
2939,1844,Bangalore,Pizza Palace,320.19,58.85,261.34,37,2024-01-27,Cash
2940,1852,Mumbai,Burger Hub,241.97,12.33,229.64,23,2024-01-16,UPI
2941,1286,Bangalore,Biryani House,638.68,89.91,548.77,49,2024-05-29,UPI
2942,1821,Delhi,Cafe Coffee,272.07,44.74,227.33,45,2024-03-22,Card
2943,1592,Bangalore,Pizza Palace,160.74,45.64,115.1,22,2024-06-25,UPI
2944,1417,Bangalore,Cafe Coffee,181.29,44.17,137.12,22,2024-04-11,Card
2945,1113,Pune,Biryani House,205.47,82.05,123.42,53,2024-06-15,Card
2946,1134,Mumbai,Biryani House,279.75,40.86,238.89,34,2024-05-29,Cash
2947,1899,Bangalore,Spicy Treats,288.36,46.11,242.25,30,2024-05-26,Cash
2948,1154,Bangalore,Spicy Treats,644.93,57.73,587.2,49,2024-05-06,UPI
2949,1120,Delhi,Spicy Treats,506.34,98.71,407.63,54,2024-01-22,Card
2950,1347,Pune,Spicy Treats,477.17,14.1,463.07,25,2024-03-10,Cash
2951,1231,Hyderabad,Biryani House,130.06,66.3,63.76,29,2024-03-18,UPI
2952,1073,Bangalore,Cafe Coffee,236.38,54.1,182.28,51,2024-06-14,Card
2953,1865,Bangalore,Spicy Treats,236.1,84.42,151.68,41,2024-04-19,Cash
2954,1988,Hyderabad,Burger Hub,783.62,67.68,715.94,48,2024-02-27,UPI
2955,1921,Delhi,Cafe Coffee,189.14,75.79,113.35,34,2024-03-01,Cash
2956,1308,Hyderabad,Spicy Treats,626.52,26.95,599.57,33,2024-06-11,Cash
2957,1926,Mumbai,Pizza Palace,227.46,36.98,190.48,23,2024-06-28,UPI
2958,1372,Delhi,Biryani House,194.95,23.87,171.08,49,2024-02-03,Card
2959,1416,Bangalore,Cafe Coffee,799.11,37.13,761.98,43,2024-02-13,Cash
2960,1175,Hyderabad,Pizza Palace,688.78,87.69,601.09,58,2024-01-17,Cash
2961,1129,Mumbai,Spicy Treats,410.08,22.86,387.22,28,2024-06-19,Card
2962,1594,Hyderabad,Biryani House,246.58,94.77,151.81,36,2024-02-19,Card
2963,1796,Pune,Pizza Palace,565.23,27.79,537.44,50,2024-03-29,UPI
2964,1920,Pune,Burger Hub,197.74,43.58,154.16,28,2024-05-30,Card
2965,1532,Delhi,Biryani House,353.58,30.87,322.71,41,2024-01-11,UPI
2966,1363,Hyderabad,Biryani House,772.87,1.3,771.57,52,2024-05-23,Card
2967,1815,Pune,Burger Hub,347.02,90.09,256.93,43,2024-05-23,UPI
2968,1765,Delhi,Pizza Palace,288.86,32.04,256.82,38,2024-03-20,Card
2969,1507,Pune,Spicy Treats,647.12,60.71,586.41,36,2024-04-20,Card
2970,1361,Delhi,Pizza Palace,611.2,76.21,534.99,44,2024-04-08,Card
2971,1083,Pune,Pizza Palace,789.42,55.25,734.17,33,2024-02-22,UPI
2972,1987,Pune,Biryani House,453.7,13.57,440.13,33,2024-04-28,Card
2973,1767,Bangalore,Burger Hub,527.43,66.67,460.76,41,2024-06-25,Cash
2974,1727,Bangalore,Burger Hub,328.36,90.47,237.89,31,2024-01-02,Card
2975,1967,Mumbai,Biryani House,171.61,75.47,96.14,58,2024-03-15,UPI
2976,1981,Hyderabad,Cafe Coffee,387.71,66.64,321.07,27,2024-01-26,Card
2977,1889,Hyderabad,Spicy Treats,200.65,88.32,112.33,30,2024-05-30,UPI
2978,1531,Mumbai,Cafe Coffee,419.68,90.3,329.38,23,2024-03-14,Card
2979,1655,Mumbai,Burger Hub,775.01,87.41,687.6,58,2024-05-12,UPI
2980,1569,Mumbai,Pizza Palace,411.12,41.25,369.87,31,2024-01-21,Card
2981,1493,Pune,Biryani House,502.56,27.89,474.67,48,2024-01-26,Card
2982,1497,Mumbai,Cafe Coffee,631.64,26.38,605.26,20,2024-05-01,Cash
2983,1163,Bangalore,Cafe Coffee,736.29,99.93,636.36,21,2024-05-07,Card
2984,1515,Delhi,Spicy Treats,736.38,45.99,690.39,39,2024-03-02,Cash
2985,1065,Mumbai,Burger Hub,253.49,36.9,216.59,25,2024-06-22,Card
2986,1521,Hyderabad,Cafe Coffee,386.29,3.62,382.67,34,2024-04-28,Cash
2987,1795,Mumbai,Cafe Coffee,275.0,1.17,273.83,42,2024-05-20,UPI
2988,1550,Pune,Pizza Palace,705.05,51.86,653.19,39,2024-02-16,UPI
2989,1734,Hyderabad,Pizza Palace,234.27,42.73,191.54,26,2024-05-27,Cash
2990,1463,Mumbai,Burger Hub,320.68,31.46,289.22,25,2024-05-23,Card
2991,1922,Pune,Pizza Palace,613.45,45.88,567.57,21,2024-05-13,UPI
2992,1476,Pune,Spicy Treats,268.0,28.22,239.78,30,2024-01-26,Cash
2993,1448,Pune,Biryani House,687.14,93.25,593.89,46,2024-04-09,Card
2994,1668,Mumbai,Burger Hub,328.14,25.39,302.75,48,2024-02-05,UPI
2995,1030,Mumbai,Cafe Coffee,236.09,3.97,232.12,46,2024-01-04,Card
2996,1510,Hyderabad,Burger Hub,776.01,47.52,728.49,44,2024-01-21,UPI
2997,1800,Bangalore,Cafe Coffee,110.75,2.3,108.45,43,2024-06-01,Card
2998,1633,Delhi,Burger Hub,728.0,51.55,676.45,50,2024-05-30,Card
2999,1877,Mumbai,Spicy Treats,305.8,14.92,290.88,23,2024-04-17,Cash
3000,1323,Bangalore,Pizza Palace,696.6,99.08,597.52,40,2024-04-22,Card
3001,1749,Hyderabad,Biryani House,286.43,82.5,203.93,42,2024-01-18,UPI
3002,1804,Hyderabad,Cafe Coffee,413.58,16.58,397.0,29,2024-01-09,UPI
3003,1132,Mumbai,Burger Hub,331.26,20.91,310.35,52,2024-02-25,Cash
3004,1383,Mumbai,Cafe Coffee,338.67,93.77,244.9,23,2024-01-26,Cash
3005,1362,Delhi,Cafe Coffee,178.53,97.34,81.19,27,2024-01-24,Card
3006,1198,Pune,Burger Hub,335.33,60.31,275.02,39,2024-01-28,UPI
3007,1057,Hyderabad,Biryani House,326.66,16.33,310.33,25,2024-01-29,Cash
3008,1850,Pune,Biryani House,353.37,47.1,306.27,22,2024-06-21,Cash
3009,1771,Hyderabad,Cafe Coffee,391.98,38.56,353.42,56,2024-02-16,Cash
3010,1273,Pune,Burger Hub,550.39,85.41,464.98,38,2024-04-23,Cash
3011,1440,Bangalore,Cafe Coffee,609.79,33.65,576.14,37,2024-02-26,Card
3012,1999,Bangalore,Cafe Coffee,479.97,65.9,414.07,38,2024-01-05,UPI
3013,1397,Delhi,Spicy Treats,403.04,71.29,331.75,49,2024-03-21,UPI
3014,1702,Delhi,Burger Hub,192.24,98.37,93.87,51,2024-06-02,Cash
3015,1774,Delhi,Pizza Palace,216.88,18.24,198.64,37,2024-02-09,Cash
3016,1915,Pune,Cafe Coffee,378.55,23.25,355.3,26,2024-04-17,UPI
3017,1297,Delhi,Spicy Treats,516.53,73.71,442.82,47,2024-04-05,Cash
3018,1048,Pune,Pizza Palace,124.9,88.77,36.13,56,2024-02-15,Cash
3019,1081,Pune,Burger Hub,344.99,31.35,313.64,57,2024-04-09,Cash
3020,1082,Mumbai,Pizza Palace,229.46,5.16,224.3,35,2024-01-23,UPI
3021,1463,Hyderabad,Spicy Treats,295.98,79.52,216.46,38,2024-06-05,Cash
3022,1185,Hyderabad,Biryani House,594.23,95.9,498.33,32,2024-06-25,Card
3023,1005,Pune,Burger Hub,244.69,40.78,203.91,52,2024-05-17,Cash
3024,1811,Pune,Biryani House,663.75,11.51,652.24,47,2024-01-26,Card
3025,1826,Hyderabad,Pizza Palace,463.44,53.96,409.48,35,2024-04-20,UPI
3026,1178,Pune,Spicy Treats,722.81,14.84,707.97,58,2024-04-14,UPI
3027,1579,Bangalore,Spicy Treats,714.9,59.72,655.18,26,2024-03-22,Card
3028,1910,Mumbai,Biryani House,779.77,20.91,758.86,25,2024-03-02,Cash
3029,1183,Bangalore,Spicy Treats,728.62,8.76,719.86,37,2024-02-05,UPI
3030,1657,Bangalore,Spicy Treats,514.87,46.82,468.05,48,2024-04-26,Card
3031,1808,Bangalore,Burger Hub,756.71,40.72,715.99,34,2024-06-24,Cash
3032,1694,Bangalore,Pizza Palace,521.42,87.91,433.51,55,2024-02-16,Cash
3033,1145,Hyderabad,Burger Hub,548.5,48.16,500.34,33,2024-05-20,Cash
3034,1326,Pune,Pizza Palace,572.43,22.09,550.34,51,2024-06-07,Card
3035,1539,Pune,Burger Hub,561.77,17.85,543.92,36,2024-05-28,Cash
3036,1582,Bangalore,Spicy Treats,343.02,76.76,266.26,39,2024-01-16,UPI
3037,1893,Mumbai,Burger Hub,345.56,83.4,262.16,38,2024-06-13,Cash
3038,1849,Pune,Cafe Coffee,421.12,28.78,392.34,51,2024-05-11,Card
3039,1987,Delhi,Cafe Coffee,528.54,44.35,484.19,52,2024-01-01,Card
3040,1649,Pune,Pizza Palace,732.87,73.56,659.31,45,2024-01-12,UPI
3041,1312,Bangalore,Biryani House,399.99,43.01,356.98,49,2024-04-07,Cash
3042,1762,Pune,Cafe Coffee,494.09,41.5,452.59,45,2024-03-19,UPI
3043,1590,Delhi,Biryani House,547.11,75.92,471.19,43,2024-01-05,Card
3044,1036,Bangalore,Biryani House,608.26,58.51,549.75,26,2024-02-29,Cash
3045,1355,Delhi,Burger Hub,771.88,39.78,732.1,29,2024-06-17,Card
3046,1948,Pune,Burger Hub,436.88,95.56,341.32,30,2024-02-19,Card
3047,1104,Delhi,Burger Hub,569.52,75.16,494.36,57,2024-05-04,Card
3048,1902,Bangalore,Burger Hub,306.23,58.69,247.54,39,2024-03-23,UPI
3049,1084,Pune,Spicy Treats,334.94,4.29,330.65,38,2024-04-03,Card
3050,1188,Bangalore,Biryani House,193.58,31.29,162.29,32,2024-06-17,Card
3051,1788,Hyderabad,Spicy Treats,353.58,41.22,312.36,38,2024-06-06,Card
3052,1898,Bangalore,Cafe Coffee,329.32,23.91,305.41,34,2024-03-09,Card
3053,1770,Delhi,Pizza Palace,494.44,62.51,431.93,44,2024-01-14,Cash
3054,1890,Delhi,Cafe Coffee,714.63,94.52,620.11,38,2024-06-11,UPI
3055,1807,Pune,Burger Hub,540.08,23.43,516.65,23,2024-05-03,UPI
3056,1057,Bangalore,Cafe Coffee,471.99,78.3,393.69,39,2024-03-13,UPI
3057,1394,Bangalore,Burger Hub,310.73,4.47,306.26,35,2024-05-07,Cash
3058,1269,Pune,Pizza Palace,100.94,3.19,97.75,34,2024-06-29,Cash
3059,1792,Mumbai,Pizza Palace,310.05,17.13,292.92,54,2024-03-20,Card
3060,1207,Pune,Biryani House,571.09,81.13,489.96,55,2024-01-13,Card
3061,1050,Hyderabad,Burger Hub,219.31,24.27,195.04,60,2024-02-11,UPI
3062,1318,Delhi,Pizza Palace,656.0,82.84,573.16,44,2024-01-19,Card
3063,1885,Bangalore,Pizza Palace,493.29,45.01,448.28,30,2024-02-27,Card
3064,1653,Pune,Spicy Treats,689.8,16.85,672.95,48,2024-06-24,Card
3065,1991,Pune,Cafe Coffee,339.84,48.3,291.54,55,2024-03-17,Card
3066,1946,Hyderabad,Burger Hub,616.68,90.65,526.03,36,2024-03-11,UPI
3067,1399,Delhi,Spicy Treats,729.17,22.98,706.19,46,2024-03-13,Cash
3068,1213,Pune,Cafe Coffee,609.25,56.26,552.99,58,2024-05-27,Cash
3069,1706,Bangalore,Pizza Palace,302.2,86.25,215.95,25,2024-03-31,Cash
3070,1686,Pune,Pizza Palace,174.62,79.73,94.89,35,2024-02-25,Cash
3071,1430,Delhi,Spicy Treats,262.57,21.57,241.0,34,2024-06-17,UPI
3072,1071,Pune,Spicy Treats,449.82,86.51,363.31,44,2024-05-09,UPI
3073,1419,Pune,Cafe Coffee,187.04,90.15,96.89,42,2024-05-17,UPI
3074,1008,Pune,Burger Hub,450.09,87.96,362.13,26,2024-03-31,UPI
3075,1903,Mumbai,Spicy Treats,536.75,4.75,532.0,57,2024-02-11,Card
3076,1633,Bangalore,Pizza Palace,717.8,29.73,688.07,60,2024-05-20,Cash
3077,1513,Pune,Pizza Palace,637.66,10.21,627.45,33,2024-03-10,Card
3078,1596,Hyderabad,Cafe Coffee,742.02,3.58,738.44,59,2024-04-25,Card
3079,1672,Delhi,Biryani House,659.25,26.71,632.54,40,2024-02-11,Card
3080,1765,Delhi,Biryani House,284.83,0.9,283.93,22,2024-04-05,UPI
3081,1532,Pune,Pizza Palace,391.2,18.59,372.61,27,2024-01-23,Cash
3082,1541,Delhi,Cafe Coffee,137.85,38.77,99.08,26,2024-02-21,UPI
3083,1716,Bangalore,Cafe Coffee,254.8,19.87,234.93,25,2024-02-08,Card
3084,1155,Bangalore,Spicy Treats,226.21,89.2,137.01,28,2024-01-01,Card
3085,1555,Pune,Burger Hub,388.88,21.3,367.58,45,2024-01-06,Cash
3086,1704,Pune,Cafe Coffee,115.18,61.87,53.31,21,2024-01-15,Cash
3087,1562,Bangalore,Pizza Palace,269.66,89.05,180.61,47,2024-02-06,UPI
3088,1319,Delhi,Pizza Palace,510.78,28.81,481.97,25,2024-04-08,Card
3089,1267,Pune,Biryani House,133.01,88.52,44.49,37,2024-06-19,Cash
3090,1353,Bangalore,Pizza Palace,219.88,40.73,179.15,58,2024-02-29,Cash
3091,1369,Hyderabad,Burger Hub,461.27,40.42,420.85,26,2024-05-21,UPI
3092,1989,Mumbai,Biryani House,214.84,18.43,196.41,60,2024-03-07,Card
3093,1645,Hyderabad,Pizza Palace,321.55,47.0,274.55,46,2024-02-16,Cash
3094,1093,Hyderabad,Pizza Palace,550.84,97.57,453.27,31,2024-04-27,Card
3095,1820,Pune,Pizza Palace,384.5,54.51,329.99,45,2024-06-08,UPI
3096,1965,Mumbai,Cafe Coffee,418.49,19.63,398.86,40,2024-02-19,Cash
3097,1074,Delhi,Biryani House,429.55,78.05,351.5,37,2024-02-09,Card
3098,1467,Mumbai,Biryani House,623.72,1.15,622.57,44,2024-05-09,UPI
